93/02/11,0,0,--,--,--,--,,0
93/02/12,0,0,--,--,--,--,,0
93/02/13,0,0,--,--,--,--,,0
93/02/16,0,0,--,--,--,--,,0
93/02/17,0,0,--,--,--,--,,0
93/02/18,0,0,--,--,--,--,,0
93/02/19,0,0,--,--,--,--,,0
93/02/20,0,0,--,--,--,--,,0
93/02/23,0,0,--,--,--,--,,0
93/02/24,0,0,--,--,--,--,,0
93/02/25,0,0,--,--,--,--,,0
93/02/26,0,0,--,--,--,--,,0
93/02/27,0,0,--,--,--,--,,0
93/03/01,0,0,--,--,--,--,,0
93/03/02,0,0,--,--,--,--,,0
93/03/03,0,0,--,--,--,--,,0
93/03/04,0,0,--,--,--,--,,0
93/03/05,0,0,--,--,--,--,,0
93/03/08,0,0,--,--,--,--,,0
93/03/09,0,0,--,--,--,--,,0
93/03/10,0,0,--,--,--,--,,0
93/03/11,0,0,--,--,--,--,,0
93/03/12,0,0,--,--,--,--,,0
93/03/15,0,0,--,--,--,--,,0
93/03/16,0,0,--,--,--,--,,0
93/03/17,0,0,--,--,--,--,,0
93/03/18,0,0,--,--,--,--,,0
93/03/19,0,0,--,--,--,--,,0
93/03/22,0,0,--,--,--,--,,0
93/03/23,0,0,--,--,--,--,,0
93/03/24,0,0,--,--,--,--,,0
93/03/25,0,0,--,--,--,--,,0
93/03/26,0,0,--,--,--,--,,0
93/03/29,0,0,--,--,--,--,,0
93/03/30,0,0,--,--,--,--,,0
93/03/31,0,0,--,--,--,--,,0
93/04/01,0,0,--,--,--,--,,0
93/12/21,0,0,--,--,--,--,,0
93/12/22,0,0,--,--,--,--,,0
93/12/23,0,0,--,--,--,--,,0
93/12/24,0,0,--,--,--,--,,0
93/12/27,0,0,--,--,--,--,,0
93/12/28,0,0,--,--,--,--,,0
93/12/29,0,0,--,--,--,--,,0
93/12/30,0,0,--,--,--,--,,0
93/12/31,0,0,--,--,--,--,,0
94/01/03,0,0,--,--,--,--,,0
94/01/04,0,0,--,--,--,--,,0
94/01/05,0,0,--,--,--,--,,0
94/01/06,0,0,--,--,--,--,,0
94/01/07,0,0,--,--,--,--,,0
94/01/10,0,0,--,--,--,--,,0
94/01/11,0,0,--,--,--,--,,0
94/01/12,0,0,--,--,--,--,,0
94/01/13,0,0,--,--,--,--,,0
94/01/14,0,0,--,--,--,--,,0
94/01/17,0,0,--,--,--,--,,0
94/01/18,0,0,--,--,--,--,,0
94/01/19,0,0,--,--,--,--,,0
94/01/20,0,0,--,--,--,--,,0
94/01/21,0,0,--,--,--,--,,0
94/01/24,0,0,--,--,--,--,,0
94/01/25,0,0,--,--,--,--,,0
94/01/26,0,0,--,--,--,--,,0
94/01/27,0,0,--,--,--,--,,0
94/01/28,0,0,--,--,--,--,,0
94/01/31,0,0,--,--,--,--,,0
94/02/01,0,0,--,--,--,--,,0
94/02/02,0,0,--,--,--,--,,0
94/02/03,0,0,--,--,--,--,,0
94/02/14,0,0,--,--,--,--,,0
94/02/15,0,0,--,--,--,--,,0
94/02/16,0,0,--,--,--,--,,0
94/02/17,0,0,--,--,--,--,,0
94/02/18,0,0,--,--,--,--,,0
94/02/21,0,0,--,--,--,--,,0
94/02/22,0,0,--,--,--,--,,0
94/02/23,0,0,--,--,--,--,,0
