105/11/07,0,0,---,---,---,---,---,0
105/11/08,10000,8100,0.81,0.81,0.81,0.81,0.00,1
105/11/09,10000,6100,0.61,0.61,0.61,0.61,-0.20,1
105/11/10,4000,2870,0.69,0.73,0.69,0.73,+0.12,3
105/11/11,1241000,1053810,0.80,0.90,0.77,0.87,+0.14,19
105/11/14,1499000,1263800,0.87,0.88,0.82,0.88,+0.01,20
105/11/15,487000,419830,0.87,0.88,0.84,0.86,-0.02,13
105/11/16,145000,129230,0.89,0.91,0.85,0.85,-0.01,11
105/11/17,412000,347510,0.83,0.87,0.83,0.87,+0.02,11
105/11/18,215000,187200,0.87,0.88,0.87,0.88,+0.01,2
105/11/21,332000,295190,0.88,0.91,0.87,0.90,+0.02,9
105/11/22,428000,393100,0.92,0.94,0.89,0.89,-0.01,11
105/11/23,0,0,---,---,---,---,---,0
105/11/24,279000,247990,0.87,0.91,0.87,0.91,+0.04,6
105/11/25,1228000,1141240,0.90,1.06,0.90,1.05,+0.14,28
105/11/28,1293000,1393430,1.06,1.15,1.05,1.06,+0.01,37
105/11/29,953000,980090,1.06,1.07,1.01,1.01,-0.05,19
105/11/30,657000,699700,1.08,1.09,1.04,1.06,+0.05,20
105/12/01,233000,250420,1.08,1.08,1.04,1.04,-0.02,7
105/12/02,106000,108440,0.99,1.03,0.99,1.03,-0.01,4
105/12/05,854000,905360,1.03,1.10,1.00,1.07,+0.04,23
105/12/06,537000,564890,1.04,1.07,1.01,1.01,-0.06,10
105/12/07,52000,53190,1.04,1.05,1.01,1.01,0.00,5
105/12/08,88000,88630,1.02,1.02,1.00,1.00,-0.01,9
105/12/09,728000,722520,1.03,1.04,0.99,1.00,0.00,14
105/12/12,276000,238990,0.97,0.97,0.84,0.85,-0.15,11
105/12/13,142000,119240,0.85,0.85,0.83,0.84,-0.01,7
105/12/14,20000,16300,0.81,0.82,0.81,0.82,-0.02,2
105/12/15,60000,48650,0.81,0.82,0.81,0.82,0.00,4
105/12/16,85000,71420,0.83,0.88,0.82,0.88,+0.06,7
105/12/19,109000,96080,0.87,0.91,0.84,0.84,-0.04,10
105/12/20,53000,43440,0.83,0.83,0.80,0.80,-0.04,7
105/12/21,3000,2400,0.80,0.81,0.79,0.79,-0.01,3
105/12/22,95000,70600,0.76,0.76,0.73,0.73,-0.06,5
105/12/23,37000,27880,0.74,0.76,0.74,0.75,+0.02,7
105/12/26,90000,68600,0.77,0.77,0.76,0.76,+0.01,4
105/12/27,1000,760,0.76,0.76,0.76,0.76,0.00,1
105/12/28,42000,32450,0.77,0.78,0.77,0.78,+0.02,4
105/12/29,0,0,---,---,---,---,---,0
105/12/30,15000,11550,0.78,0.78,0.75,0.75,-0.01,2
106/01/03,17000,12290,0.76,0.76,0.72,0.72,-0.03,4
106/01/04,3000,2200,0.73,0.74,0.73,0.74,+0.02,2
106/01/05,6000,4540,0.74,0.76,0.74,0.76,+0.02,2
106/01/06,0,0,---,---,---,---,---,0
106/01/09,1000,790,0.79,0.79,0.79,0.79,+0.03,1
106/01/10,7000,5340,0.76,0.77,0.76,0.77,-0.02,2
106/01/11,57000,45750,0.78,0.82,0.78,0.80,+0.03,10
106/01/12,344000,270020,0.81,0.81,0.78,0.78,-0.02,6
106/01/13,329000,263110,0.79,0.81,0.79,0.81,+0.03,5
106/01/16,91000,70340,0.78,0.78,0.74,0.74,-0.07,5
106/01/17,5000,3710,0.75,0.75,0.74,0.74,0.00,3
106/01/18,10000,7300,0.73,0.73,0.73,0.73,-0.01,1
106/01/19,2000,1440,0.72,0.72,0.72,0.72,-0.01,1
106/01/20,102000,71410,0.71,0.71,0.70,0.70,-0.02,4
106/01/23,111000,81470,0.74,0.75,0.71,0.71,+0.01,8
106/01/24,10000,6950,0.69,0.70,0.69,0.70,-0.01,2
106/02/02,153000,99570,0.69,0.69,0.65,0.65,-0.05,2
106/02/03,2000,1440,0.72,0.72,0.72,0.72,+0.07,1
106/02/06,64000,50980,0.82,0.82,0.78,0.78,+0.06,9
106/02/07,50000,38950,0.77,0.78,0.77,0.78,0.00,3
106/02/08,337000,277000,0.82,0.84,0.80,0.81,+0.03,11
106/02/09,225000,175350,0.77,0.78,0.77,0.78,-0.03,3
106/02/10,42000,34240,0.82,0.83,0.80,0.80,+0.02,4
106/02/13,235000,210780,0.88,0.92,0.87,0.87,+0.07,10
106/02/14,283000,236170,0.84,0.84,0.80,0.80,-0.07,11
106/02/15,177000,152580,0.83,0.90,0.83,0.90,+0.10,5
106/02/16,442000,391490,0.90,0.90,0.87,0.90,0.00,12
106/02/17,445000,405190,0.93,0.93,0.87,0.89,-0.01,8
106/02/18,520000,470560,0.88,0.92,0.87,0.92,+0.03,10
106/02/20,345000,319000,0.92,0.94,0.84,0.84,-0.08,9
106/02/21,58000,44150,0.77,0.78,0.75,0.78,-0.06,7
106/02/22,0,0,---,---,---,---,---,0
106/02/23,60000,45800,0.78,0.78,0.75,0.75,-0.03,4
106/02/24,40000,29000,0.73,0.73,0.72,0.72,-0.03,2
106/03/01,130000,91800,0.70,0.71,0.69,0.69,-0.03,5
106/03/02,96000,67050,0.70,0.70,0.67,0.67,-0.02,3
106/03/03,1114000,835180,0.73,0.80,0.73,0.80,+0.13,15
106/03/06,1076000,841110,0.82,0.83,0.76,0.78,-0.02,18
106/03/07,71000,53170,0.74,0.77,0.74,0.77,-0.01,3
106/03/08,244000,210720,0.80,1.02,0.80,1.02,+0.25,9
106/03/09,326000,336360,1.04,1.05,0.98,0.98,-0.04,15
106/03/10,170000,153170,0.94,0.95,0.84,0.90,-0.08,15
106/03/13,132000,109360,0.83,0.84,0.81,0.81,-0.09,6
106/03/14,465000,437450,0.95,0.95,0.93,0.93,+0.12,8
106/03/15,440000,432500,0.97,1.05,0.97,1.03,+0.10,8
106/03/16,80000,78100,1.01,1.01,0.94,0.94,-0.09,3
106/03/17,0,0,---,---,---,---,---,0
106/03/20,231000,277320,1.14,1.40,1.12,1.26,+0.28,12
106/03/21,192000,257250,1.32,1.43,1.31,1.43,+0.17,18
106/03/22,15000,19300,1.28,1.30,1.28,1.30,-0.13,2
106/03/23,97000,123460,1.44,1.44,1.24,1.24,-0.06,7
106/03/24,66000,80520,1.22,1.22,1.22,1.22,-0.02,1
106/03/27,35000,47250,1.35,1.35,1.35,1.35,+0.13,2
106/03/28,70000,84450,1.40,1.40,1.15,1.27,-0.08,4
106/03/29,5000,6250,1.25,1.25,1.25,1.25,-0.02,1
106/03/30,5000,6450,1.29,1.29,1.29,1.29,+0.04,1
106/03/31,5000,6150,1.23,1.23,1.23,1.23,-0.06,1
