105/11/15,0,0,---,---,---,---,---,0
105/11/16,245000,453650,1.84,1.91,1.84,1.91,+0.02,3
105/11/17,245000,476950,1.95,1.95,1.93,1.93,+0.02,3
105/11/18,0,0,---,---,---,---,---,0
105/11/21,10000,18400,1.84,1.84,1.84,1.84,-0.01,1
105/11/22,113000,204960,1.73,1.83,1.73,1.83,-0.01,6
105/11/23,45000,81900,1.82,1.82,1.82,1.82,-0.01,3
105/11/24,127000,231980,1.85,1.85,1.81,1.82,0.00,5
105/11/25,112000,201600,1.80,1.80,1.80,1.80,-0.02,3
105/11/28,160000,275600,1.73,1.73,1.69,1.73,-0.07,7
105/11/29,135000,233760,1.72,1.74,1.70,1.70,-0.03,5
105/11/30,178000,291840,1.60,1.66,1.60,1.66,-0.04,11
105/12/01,824000,1422390,1.67,1.80,1.67,1.80,+0.14,18
105/12/02,1239000,2275410,1.82,1.88,1.81,1.85,+0.05,30
105/12/05,731000,1420440,1.87,1.99,1.87,1.95,+0.10,13
105/12/06,453000,818000,1.82,1.83,1.77,1.77,-0.18,5
105/12/07,6000,10720,1.79,1.79,1.77,1.77,0.00,2
105/12/08,17000,29100,1.74,1.74,1.70,1.70,-0.07,3
105/12/09,222000,383510,1.70,1.73,1.70,1.71,+0.01,6
105/12/12,187000,321640,1.72,1.72,1.72,1.72,+0.01,3
105/12/13,50000,84600,1.70,1.70,1.69,1.69,-0.03,3
105/12/14,80000,130000,1.62,1.64,1.62,1.64,-0.05,4
105/12/15,180000,294800,1.65,1.65,1.60,1.60,-0.04,9
105/12/16,45000,69800,1.56,1.56,1.52,1.52,-0.08,3
105/12/19,261000,396930,1.53,1.55,1.48,1.48,-0.04,13
105/12/20,923000,1358880,1.39,1.58,1.39,1.57,+0.09,22
105/12/21,862000,1345190,1.54,1.60,1.53,1.55,-0.02,35
105/12/22,338000,523390,1.54,1.57,1.54,1.57,+0.02,11
105/12/23,207000,320150,1.59,1.59,1.50,1.50,-0.07,11
105/12/26,198000,294360,1.49,1.49,1.47,1.47,-0.03,6
105/12/27,282000,409270,1.48,1.48,1.43,1.44,-0.03,10
105/12/28,144000,203600,1.42,1.42,1.40,1.42,-0.02,6
105/12/29,25000,36600,1.46,1.47,1.46,1.47,+0.05,2
105/12/30,540000,770400,1.44,1.44,1.42,1.42,-0.05,8
106/01/03,679000,899870,1.41,1.41,1.31,1.31,-0.11,17
106/01/04,420000,559000,1.32,1.36,1.31,1.36,+0.05,13
106/01/05,1000,1390,1.39,1.39,1.39,1.39,+0.03,1
106/01/06,90000,117600,1.28,1.32,1.28,1.32,-0.07,3
