105/10/19,0,0,---,---,---,---,---,0
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,55000,41250,0.75,0.75,0.75,0.75,-0.02,2
105/10/25,154000,115980,0.72,0.77,0.72,0.77,+0.02,3
105/10/26,99000,78210,0.79,0.79,0.79,0.79,+0.02,1
105/10/27,444000,400890,0.89,0.93,0.89,0.90,+0.11,6
105/10/28,424000,370880,0.88,0.88,0.86,0.88,-0.02,5
105/10/31,15000,12450,0.85,0.85,0.79,0.79,-0.09,2
105/11/01,0,0,---,---,---,---,---,0
105/11/02,34000,21760,0.64,0.64,0.64,0.64,-0.08,3
105/11/03,372000,216650,0.59,0.62,0.58,0.62,-0.02,6
105/11/04,671000,438040,0.63,0.69,0.63,0.69,+0.07,13
105/11/07,351000,236870,0.69,0.69,0.64,0.64,-0.05,13
105/11/08,199000,122880,0.60,0.63,0.60,0.63,-0.01,3
105/11/09,159000,82730,0.55,0.55,0.50,0.52,-0.11,3
105/11/10,510000,305150,0.57,0.62,0.57,0.62,+0.10,11
105/11/11,496000,287570,0.58,0.58,0.53,0.53,-0.09,8
105/11/14,168000,85670,0.51,0.51,0.50,0.50,-0.03,3
105/11/15,172000,89640,0.52,0.54,0.52,0.52,+0.02,4
105/11/16,559000,328380,0.56,0.63,0.56,0.62,+0.10,11
105/11/17,604000,335950,0.57,0.57,0.51,0.51,-0.11,14
105/11/18,256000,140240,0.55,0.56,0.53,0.55,+0.04,6
105/11/21,636000,339940,0.55,0.55,0.53,0.53,-0.02,7
105/11/22,430000,223100,0.52,0.52,0.50,0.52,-0.01,10
105/11/23,564000,306810,0.54,0.56,0.54,0.54,+0.02,14
105/11/24,343000,182740,0.53,0.54,0.52,0.54,0.00,10
105/11/25,211000,110530,0.53,0.53,0.51,0.52,-0.02,6
105/11/28,264000,136880,0.52,0.52,0.51,0.51,-0.01,5
105/11/29,917000,466270,0.51,0.52,0.48,0.51,0.00,14
105/11/30,1157000,669730,0.57,0.61,0.56,0.57,+0.06,28
105/12/01,1004000,561270,0.57,0.58,0.54,0.57,0.00,14
105/12/02,85000,45880,0.56,0.56,0.53,0.54,-0.03,8
105/12/05,96000,48140,0.51,0.51,0.48,0.51,-0.03,8
105/12/06,300000,151850,0.52,0.52,0.50,0.51,0.00,9
105/12/07,1205000,709280,0.54,0.62,0.53,0.60,+0.09,36
105/12/08,722000,400460,0.58,0.58,0.55,0.57,-0.03,16
105/12/09,1489000,927380,0.61,0.66,0.58,0.58,+0.01,48
105/12/12,1207000,702610,0.60,0.60,0.51,0.53,-0.05,28
105/12/13,579000,304410,0.53,0.55,0.52,0.52,-0.01,10
105/12/14,1024000,547320,0.54,0.55,0.51,0.52,0.00,31
105/12/15,724000,364900,0.51,0.52,0.48,0.49,-0.03,18
105/12/16,324000,165090,0.50,0.53,0.50,0.52,+0.03,10
105/12/19,1695000,998840,0.52,0.65,0.52,0.58,+0.06,38
105/12/20,2087000,1210990,0.60,0.60,0.55,0.57,-0.01,31
105/12/21,1156000,656260,0.58,0.59,0.55,0.55,-0.02,18
105/12/22,1400000,820170,0.54,0.61,0.54,0.56,+0.01,23
105/12/23,2602000,1416190,0.56,0.59,0.49,0.49,-0.07,45
105/12/26,720000,335940,0.48,0.49,0.45,0.46,-0.03,17
105/12/27,794000,347920,0.46,0.46,0.43,0.44,-0.02,14
105/12/28,451000,202930,0.45,0.45,0.44,0.44,0.00,8
105/12/29,844000,395650,0.44,0.50,0.44,0.50,+0.06,14
105/12/30,826000,414580,0.53,0.53,0.48,0.48,-0.02,11
106/01/03,460000,218400,0.47,0.49,0.47,0.48,0.00,7
106/01/04,340000,169850,0.48,0.52,0.48,0.51,+0.03,9
106/01/05,24000,12140,0.50,0.51,0.50,0.51,0.00,3
106/01/06,760000,497570,0.66,0.68,0.60,0.63,+0.12,37
106/01/09,207000,115430,0.58,0.58,0.54,0.54,-0.09,12
106/01/10,67000,37980,0.54,0.57,0.54,0.57,+0.03,2
106/01/11,231000,131400,0.60,0.60,0.56,0.56,-0.01,7
106/01/12,859000,445990,0.53,0.54,0.51,0.52,-0.04,14
106/01/13,315000,163640,0.53,0.53,0.50,0.51,-0.01,14
106/01/16,391000,179860,0.51,0.51,0.45,0.45,-0.06,11
106/01/17,203000,89240,0.43,0.45,0.43,0.44,-0.01,9
106/01/18,793000,350020,0.43,0.46,0.43,0.44,0.00,6
106/01/19,796000,330340,0.41,0.42,0.41,0.42,-0.02,4
106/01/20,99000,41330,0.42,0.42,0.40,0.40,-0.02,5
106/01/23,120000,49050,0.41,0.41,0.40,0.41,+0.01,3
106/01/24,1241000,459270,0.37,0.38,0.36,0.37,-0.04,15
106/02/02,543000,188450,0.35,0.35,0.34,0.35,-0.02,5
106/02/03,1486000,542090,0.36,0.39,0.36,0.39,+0.04,13
106/02/06,270000,105370,0.39,0.41,0.37,0.41,+0.02,12
106/02/07,185000,73000,0.40,0.41,0.39,0.40,-0.01,6
106/02/08,1431000,610710,0.39,0.48,0.39,0.46,+0.06,20
106/02/09,1343000,526980,0.41,0.41,0.38,0.39,-0.07,20
106/02/10,687000,261060,0.38,0.39,0.37,0.37,-0.02,7
106/02/13,15000,5250,0.35,0.35,0.35,0.35,-0.02,2
106/02/14,131000,40600,0.33,0.33,0.30,0.31,-0.04,7
106/02/15,150000,56050,0.36,0.39,0.35,0.35,+0.04,8
106/02/16,261000,97270,0.35,0.39,0.35,0.39,+0.04,6
106/02/17,382000,151460,0.39,0.42,0.39,0.39,0.00,5
106/02/18,1956000,825390,0.39,0.45,0.37,0.44,+0.05,28
106/02/20,537000,216860,0.43,0.43,0.38,0.38,-0.06,13
106/02/21,627000,205920,0.33,0.34,0.31,0.33,-0.05,15
106/02/22,502000,173850,0.35,0.37,0.32,0.32,-0.01,10
106/02/23,213000,66670,0.31,0.33,0.31,0.33,+0.01,6
106/02/24,980000,313680,0.31,0.33,0.31,0.32,-0.01,14
106/03/01,528000,168560,0.32,0.32,0.31,0.31,-0.01,5
106/03/02,245000,78600,0.32,0.33,0.32,0.32,+0.01,5
106/03/03,330000,100400,0.31,0.31,0.30,0.30,-0.02,8
106/03/06,230000,64700,0.29,0.29,0.28,0.28,-0.02,2
