105/10/06,175000,150900,0.89,0.91,0.84,0.84,-0.15,7
105/10/07,80000,60900,0.77,0.77,0.75,0.75,-0.09,5
105/10/11,102000,65950,0.75,0.75,0.60,0.60,-0.15,6
105/10/12,21000,12030,0.60,0.60,0.55,0.55,-0.05,3
105/10/13,117000,65690,0.55,0.57,0.55,0.57,+0.02,2
105/10/14,69000,36390,0.55,0.55,0.51,0.52,-0.05,3
105/10/17,6000,2860,0.47,0.51,0.47,0.51,-0.01,2
105/10/18,54000,27860,0.51,0.52,0.50,0.52,+0.01,3
105/10/19,310000,173250,0.54,0.60,0.54,0.60,+0.08,9
105/10/20,226000,126040,0.54,0.56,0.54,0.56,-0.04,2
105/10/21,1186000,702400,0.60,0.62,0.59,0.60,+0.04,11
105/10/24,1146000,679500,0.61,0.62,0.59,0.59,-0.01,9
105/10/25,1000,610,0.61,0.61,0.61,0.61,+0.02,1
105/10/26,523000,353040,0.63,0.74,0.63,0.70,+0.09,20
105/10/27,553000,381580,0.71,0.72,0.66,0.71,+0.01,21
105/10/28,212000,130350,0.68,0.68,0.58,0.58,-0.13,10
105/10/31,33000,19140,0.58,0.58,0.58,0.58,0.00,2
105/11/01,0,0,---,---,---,---,---,0
105/11/02,81000,38460,0.49,0.49,0.45,0.45,-0.10,3
105/11/03,10000,3900,0.39,0.39,0.39,0.39,-0.06,1
105/11/04,299000,132340,0.45,0.46,0.43,0.45,+0.06,4
105/11/07,155000,121030,0.67,0.81,0.67,0.81,+0.36,17
105/11/08,241000,175450,0.73,0.77,0.69,0.71,-0.10,19
105/11/09,294000,186620,0.65,0.66,0.54,0.54,-0.17,14
105/11/10,141000,87020,0.61,0.63,0.60,0.63,+0.09,10
105/11/11,91000,51060,0.56,0.57,0.56,0.56,-0.07,5
105/11/14,64000,35220,0.55,0.59,0.51,0.59,+0.03,4
105/11/15,53000,29110,0.55,0.55,0.54,0.55,-0.04,4
105/11/16,60000,33900,0.59,0.59,0.56,0.56,+0.01,2
105/11/17,150000,81200,0.55,0.55,0.54,0.54,-0.02,5
105/11/18,77000,41280,0.53,0.54,0.53,0.54,0.00,3
105/11/21,941000,570560,0.58,0.63,0.58,0.59,+0.05,21
105/11/22,872000,499440,0.59,0.61,0.56,0.58,-0.01,15
105/11/23,307000,191300,0.60,0.65,0.60,0.61,+0.03,15
105/11/24,142000,87530,0.64,0.64,0.60,0.60,-0.01,10
105/11/25,202000,114260,0.60,0.60,0.53,0.53,-0.07,9
105/11/28,47000,24980,0.54,0.54,0.52,0.52,-0.01,4
