105/10/26,0,0,---,---,---,---,---,0
105/10/27,5000,5100,1.02,1.02,1.02,1.02,+0.03,1
105/10/28,66000,66710,0.97,1.02,0.97,1.02,0.00,5
105/10/31,91000,81710,0.89,0.92,0.89,0.89,-0.13,7
105/11/01,690000,533800,0.85,0.85,0.75,0.77,-0.12,10
105/11/02,152000,103370,0.69,0.69,0.68,0.68,-0.09,5
105/11/03,1534000,923740,0.66,0.66,0.58,0.60,-0.08,15
105/11/04,1419000,866300,0.62,0.62,0.58,0.58,-0.02,11
105/11/07,1349000,528220,0.49,0.49,0.36,0.36,-0.22,11
105/11/08,1050000,403470,0.39,0.39,0.37,0.37,+0.01,5
105/11/09,273000,80350,0.31,0.31,0.24,0.25,-0.12,5
105/11/10,3583000,1115960,0.27,0.32,0.27,0.30,+0.05,27
105/11/11,2651000,937410,0.31,0.37,0.31,0.35,+0.05,21
105/11/14,2413000,886620,0.38,0.39,0.34,0.36,+0.01,16
105/11/15,1344000,565290,0.39,0.47,0.39,0.45,+0.09,16
105/11/16,105000,50550,0.48,0.49,0.44,0.48,+0.03,6
105/11/17,50000,22500,0.45,0.45,0.45,0.45,-0.03,1
105/11/18,200000,80000,0.42,0.42,0.38,0.38,-0.07,2
105/11/21,460000,201800,0.43,0.44,0.43,0.43,+0.05,4
105/11/22,520000,240500,0.46,0.49,0.46,0.47,+0.04,7
105/11/23,350000,171000,0.48,0.51,0.48,0.51,+0.04,4
105/11/24,330000,160800,0.51,0.51,0.45,0.45,-0.06,3
105/11/25,200000,119200,0.53,0.64,0.53,0.64,+0.19,7
105/11/28,1752000,1322920,0.70,0.82,0.69,0.77,+0.13,28
105/11/29,665000,477280,0.72,0.76,0.69,0.73,-0.04,33
105/11/30,1307000,1026470,0.78,0.80,0.68,0.68,-0.05,21
105/12/01,514000,305640,0.63,0.63,0.55,0.58,-0.10,13
105/12/02,52000,28370,0.53,0.56,0.53,0.55,-0.03,5
105/12/05,97000,57150,0.58,0.61,0.57,0.57,+0.02,6
105/12/06,98000,50240,0.53,0.53,0.50,0.51,-0.06,11
105/12/07,251000,131720,0.55,0.57,0.52,0.52,+0.01,7
105/12/08,324000,205970,0.57,0.68,0.57,0.65,+0.13,13
105/12/09,338000,207830,0.65,0.65,0.60,0.60,-0.05,11
105/12/12,49000,26720,0.58,0.58,0.51,0.51,-0.09,6
105/12/13,0,0,---,---,---,---,---,0
105/12/14,240000,148000,0.57,0.63,0.57,0.63,+0.12,8
105/12/15,275000,163130,0.57,0.63,0.57,0.59,-0.04,10
105/12/16,133000,92790,0.70,0.72,0.67,0.67,+0.08,14
105/12/19,19000,13100,0.69,0.71,0.68,0.68,+0.01,4
105/12/20,2065000,1533820,0.71,0.79,0.69,0.73,+0.05,66
105/12/21,928000,641170,0.72,0.72,0.67,0.68,-0.05,50
105/12/22,379000,261580,0.71,0.71,0.67,0.68,0.00,15
105/12/23,816000,585360,0.70,0.74,0.64,0.64,-0.04,17
105/12/26,384000,247020,0.66,0.66,0.63,0.65,+0.01,4
105/12/27,261000,179270,0.67,0.71,0.67,0.69,+0.04,8
105/12/28,172000,119350,0.71,0.74,0.66,0.66,-0.03,18
105/12/29,312000,184260,0.60,0.62,0.58,0.59,-0.07,20
105/12/30,71000,41000,0.59,0.59,0.57,0.57,-0.02,8
106/01/03,160000,79390,0.48,0.50,0.48,0.50,-0.07,8
106/01/04,77000,40660,0.54,0.54,0.52,0.52,+0.02,5
106/01/05,557000,333520,0.56,0.65,0.56,0.65,+0.13,13
106/01/06,428000,262810,0.63,0.63,0.59,0.60,-0.05,8
106/01/09,275000,135610,0.59,0.59,0.45,0.50,-0.10,20
106/01/10,124000,61660,0.49,0.51,0.49,0.50,0.00,11
106/01/11,117000,57140,0.48,0.50,0.48,0.48,-0.02,4
106/01/12,350000,141540,0.44,0.46,0.39,0.39,-0.09,16
106/01/13,231000,78590,0.33,0.39,0.32,0.39,0.00,10
106/01/16,40000,15700,0.40,0.40,0.39,0.39,0.00,2
106/01/17,200000,80000,0.40,0.40,0.40,0.40,+0.01,1
106/01/18,58000,25860,0.43,0.46,0.43,0.46,+0.06,5
106/01/19,86000,40400,0.47,0.47,0.46,0.47,+0.01,6
106/01/20,30000,15600,0.50,0.54,0.50,0.54,+0.07,3
106/01/23,50000,25300,0.50,0.51,0.50,0.51,-0.03,2
106/01/24,30000,16000,0.52,0.54,0.52,0.54,+0.03,2
106/02/02,672000,445910,0.59,0.82,0.56,0.82,+0.28,19
106/02/03,853000,855540,0.94,1.11,0.91,0.95,+0.13,47
106/02/06,279000,231510,0.83,0.88,0.79,0.88,-0.07,25
106/02/07,3526000,3912990,0.92,1.21,0.92,1.14,+0.26,102
106/02/08,4752000,5216350,1.05,1.14,1.00,1.09,-0.05,104
106/02/09,2325000,2576920,1.13,1.20,1.00,1.01,-0.08,46
106/02/10,1187000,1088520,0.96,0.97,0.88,0.88,-0.13,25
106/02/13,978000,849550,0.86,0.90,0.81,0.83,-0.05,35
106/02/14,722000,572060,0.83,0.83,0.74,0.75,-0.08,23
106/02/15,734000,642710,0.86,0.91,0.73,0.73,-0.02,25
106/02/16,1612000,1244110,0.73,0.83,0.66,0.82,+0.09,33
106/02/17,1902000,1657920,0.86,0.97,0.82,0.97,+0.15,46
106/02/18,599000,556930,0.95,0.95,0.88,0.92,-0.05,18
106/02/20,75000,65700,0.88,0.89,0.87,0.87,-0.05,6
106/02/21,1159000,994790,0.85,0.90,0.81,0.90,+0.03,16
