105/11/09,0,0,---,---,---,---,---,0
105/11/10,10000,7500,0.75,0.75,0.75,0.75,+0.05,1
105/11/11,310000,224700,0.71,0.74,0.71,0.73,-0.02,6
105/11/14,301000,213700,0.71,0.71,0.70,0.70,-0.03,2
105/11/15,101000,69690,0.69,0.69,0.69,0.69,-0.01,2
105/11/16,101000,69700,0.70,0.70,0.69,0.69,0.00,2
105/11/17,200000,142000,0.71,0.71,0.71,0.71,+0.02,3
105/11/18,388000,314160,0.71,0.96,0.71,0.94,+0.23,23
105/11/21,1285000,1448250,1.05,1.31,1.04,1.31,+0.37,48
105/11/22,1160000,1435170,1.30,1.30,1.14,1.15,-0.16,38
105/11/23,407000,517210,1.17,1.38,1.15,1.28,+0.13,29
105/11/24,325000,420890,1.34,1.34,1.23,1.25,-0.03,21
105/11/25,223000,274300,1.26,1.27,1.14,1.16,-0.09,20
105/11/28,248000,287820,1.12,1.22,1.11,1.15,-0.01,23
105/11/29,127000,143550,1.12,1.15,1.12,1.13,-0.02,13
105/11/30,215000,242820,1.14,1.14,1.12,1.12,-0.01,8
105/12/01,388000,450720,1.14,1.26,1.12,1.20,+0.08,26
105/12/02,343000,413950,1.13,1.30,1.13,1.20,0.00,20
105/12/05,81000,96260,1.18,1.20,1.17,1.18,-0.02,11
105/12/06,205000,243800,1.22,1.22,1.16,1.16,-0.02,9
105/12/07,71000,83070,1.18,1.18,1.16,1.16,0.00,4
105/12/08,75000,87300,1.18,1.18,1.16,1.16,0.00,5
105/12/09,380000,465060,1.17,1.27,1.17,1.22,+0.06,19
105/12/12,35000,57180,1.50,1.72,1.50,1.72,+0.50,5
105/12/13,625000,1093570,1.79,1.87,1.51,1.56,-0.16,29
105/12/14,537000,789560,1.54,1.54,1.43,1.43,-0.13,12
105/12/15,714000,1206230,1.57,1.83,1.57,1.83,+0.40,28
105/12/16,621000,1116230,1.81,1.96,1.72,1.77,-0.06,33
105/12/19,77000,134840,1.82,1.82,1.72,1.72,-0.05,5
105/12/20,0,0,---,---,---,---,---,0
105/12/21,20000,35600,1.78,1.78,1.78,1.78,-0.02,2
105/12/22,17000,25070,1.45,1.51,1.45,1.49,-0.29,3
105/12/23,25000,37270,1.50,1.53,1.45,1.45,-0.04,12
105/12/26,65000,92650,1.42,1.43,1.42,1.43,-0.02,2
105/12/27,1000,1500,1.50,1.50,1.50,1.50,+0.07,1
105/12/28,60000,85000,1.41,1.45,1.41,1.45,-0.05,2
105/12/29,0,0,---,---,---,---,---,0
105/12/30,11000,15870,1.45,1.45,1.43,1.45,+0.02,3
106/01/03,64000,101750,1.62,1.65,1.57,1.57,+0.12,7
